date,air_temperature_c,precipitation_mm
2025-12-07,7.649930222222222,21.40000000000001
2025-12-08,9.791446659722222,8.099999999999998
2025-12-09,5.26414325,0
2025-12-10,6.104120069444445,0
2025-12-11,6.541481222222222,0.2
2025-12-12,5.5997913680555556,0
2025-12-13,3.0374652083333333,0
2025-12-14,1.5933333069444446,0
2025-12-15,0.4845949014166666,0
2025-12-16,0.8541897938402778,0
2025-12-17,3.812823901388888,0
2025-12-18,1.5481249191666666,0
2025-12-19,1.918055498472223,0
2025-12-20,4.292291534722223,0
2025-12-21,0.8030208255763889,0
2025-12-22,0.4223495406736111,0
2025-12-23,-0.19310183652777776,0
2025-12-24,0.5848495173125002,0.2
2025-12-25,-0.21893517659722217,0
2025-12-26,-1.1395833090277778,0
2025-12-27,-1.284907367361111,0
2025-12-28,-1.180497672638889,0
2025-12-29,-1.702372659027778,0
2025-12-30,-1.2869328397222222,0
2025-12-31,-4.057684966597222,0
