tree_id,boxlabel,species,robinia,precipitation,culture,metric,value
352,b2-p5-c4,fagus,with robinia,drought,mono,Root biomass (g),15.3
352,b2-p5-c4,fagus,with robinia,drought,mono,Shoot biomass (g),19.9
352,b2-p5-c4,fagus,with robinia,drought,mono,Root:shoot biomass (-),0.7688442211055277
385,b3-p1-c1,fagus,with robinia,drought,mono,Root biomass (g),15.8
385,b3-p1-c1,fagus,with robinia,drought,mono,Shoot biomass (g),25.699999999999996
385,b3-p1-c1,fagus,with robinia,drought,mono,Root:shoot biomass (-),0.614785992217899
388,b3-p1-c1,fagus,with robinia,drought,mono,Root biomass (g),16.5
388,b3-p1-c1,fagus,with robinia,drought,mono,Shoot biomass (g),28.199999999999996
388,b3-p1-c1,fagus,with robinia,drought,mono,Root:shoot biomass (-),0.5851063829787235
389,b3-p1-c1,fagus,with robinia,drought,mono,Root biomass (g),25.8
389,b3-p1-c1,fagus,with robinia,drought,mono,Shoot biomass (g),26.299999999999994
389,b3-p1-c1,fagus,with robinia,drought,mono,Root:shoot biomass (-),0.9809885931558938
392,b3-p1-c1,fagus,with robinia,drought,mono,Root biomass (g),22.5
392,b3-p1-c1,fagus,with robinia,drought,mono,Shoot biomass (g),26.1
392,b3-p1-c1,fagus,with robinia,drought,mono,Root:shoot biomass (-),0.8620689655172413
217,b2-p1-c4,fagus,without robinia,control,mixed,Root biomass (g),62.900000000000006
217,b2-p1-c4,fagus,without robinia,control,mixed,Shoot biomass (g),96.2
217,b2-p1-c4,fagus,without robinia,control,mixed,Root:shoot biomass (-),0.6538461538461539
220,b2-p1-c4,fagus,without robinia,control,mixed,Root biomass (g),71.5
220,b2-p1-c4,fagus,without robinia,control,mixed,Shoot biomass (g),96.30000000000001
220,b2-p1-c4,fagus,without robinia,control,mixed,Root:shoot biomass (-),0.7424714434060228
221,b2-p1-c4,fagus,without robinia,control,mixed,Root biomass (g),50.400000000000006
221,b2-p1-c4,fagus,without robinia,control,mixed,Shoot biomass (g),70.30000000000001
221,b2-p1-c4,fagus,without robinia,control,mixed,Root:shoot biomass (-),0.716927453769559
224,b2-p1-c4,fagus,without robinia,control,mixed,Root biomass (g),86.5
224,b2-p1-c4,fagus,without robinia,control,mixed,Shoot biomass (g),80.10000000000001
224,b2-p1-c4,fagus,without robinia,control,mixed,Root:shoot biomass (-),1.079900124843945
497,b3-p4-c3,fagus,without robinia,control,mixed,Root biomass (g),42.400000000000006
497,b3-p4-c3,fagus,without robinia,control,mixed,Shoot biomass (g),70.10000000000001
497,b3-p4-c3,fagus,without robinia,control,mixed,Root:shoot biomass (-),0.6048502139800286
500,b3-p4-c3,fagus,without robinia,control,mixed,Root biomass (g),69
500,b3-p4-c3,fagus,without robinia,control,mixed,Shoot biomass (g),93.4
500,b3-p4-c3,fagus,without robinia,control,mixed,Root:shoot biomass (-),0.7387580299785866
501,b3-p4-c3,fagus,without robinia,control,mixed,Root biomass (g),74.10000000000001
501,b3-p4-c3,fagus,without robinia,control,mixed,Shoot biomass (g),86.4
501,b3-p4-c3,fagus,without robinia,control,mixed,Root:shoot biomass (-),0.857638888888889
504,b3-p4-c3,fagus,without robinia,control,mixed,Root biomass (g),71.3
504,b3-p4-c3,fagus,without robinia,control,mixed,Shoot biomass (g),75.7
504,b3-p4-c3,fagus,without robinia,control,mixed,Root:shoot biomass (-),0.9418758256274768
201,b2-p1-c2,fagus,without robinia,control,mono,Root biomass (g),52.7
201,b2-p1-c2,fagus,without robinia,control,mono,Shoot biomass (g),68.30000000000001
201,b2-p1-c2,fagus,without robinia,control,mono,Root:shoot biomass (-),0.7715959004392385
204,b2-p1-c2,fagus,without robinia,control,mono,Root biomass (g),49.2
204,b2-p1-c2,fagus,without robinia,control,mono,Shoot biomass (g),101.30000000000001
204,b2-p1-c2,fagus,without robinia,control,mono,Root:shoot biomass (-),0.4856860809476801
205,b2-p1-c2,fagus,without robinia,control,mono,Root biomass (g),64.4
205,b2-p1-c2,fagus,without robinia,control,mono,Shoot biomass (g),80.2
205,b2-p1-c2,fagus,without robinia,control,mono,Root:shoot biomass (-),0.802992518703242
208,b2-p1-c2,fagus,without robinia,control,mono,Root biomass (g),51.2
208,b2-p1-c2,fagus,without robinia,control,mono,Shoot biomass (g),43.9
208,b2-p1-c2,fagus,without robinia,control,mono,Root:shoot biomass (-),1.1662870159453305
481,b3-p4-c1,fagus,without robinia,control,mono,Root biomass (g),47.400000000000006
481,b3-p4-c1,fagus,without robinia,control,mono,Shoot biomass (g),71.80000000000001
481,b3-p4-c1,fagus,without robinia,control,mono,Root:shoot biomass (-),0.6601671309192201
484,b3-p4-c1,fagus,without robinia,control,mono,Root biomass (g),34
484,b3-p4-c1,fagus,without robinia,control,mono,Shoot biomass (g),46.70000000000001
484,b3-p4-c1,fagus,without robinia,control,mono,Root:shoot biomass (-),0.7280513918629549
485,b3-p4-c1,fagus,without robinia,control,mono,Root biomass (g),67
485,b3-p4-c1,fagus,without robinia,control,mono,Shoot biomass (g),61.6
485,b3-p4-c1,fagus,without robinia,control,mono,Root:shoot biomass (-),1.0876623376623376
488,b3-p4-c1,fagus,without robinia,control,mono,Root biomass (g),76.60000000000001
488,b3-p4-c1,fagus,without robinia,control,mono,Shoot biomass (g),65.2
488,b3-p4-c1,fagus,without robinia,control,mono,Root:shoot biomass (-),1.1748466257668713
337,b2-p5-c3,fagus,without robinia,drought,mixed,Root biomass (g),91.2
337,b2-p5-c3,fagus,without robinia,drought,mixed,Shoot biomass (g),123.4
337,b2-p5-c3,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.7390599675850892
340,b2-p5-c3,fagus,without robinia,drought,mixed,Root biomass (g),52.7
340,b2-p5-c3,fagus,without robinia,drought,mixed,Shoot biomass (g),65.7
340,b2-p5-c3,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.802130898021309
341,b2-p5-c3,fagus,without robinia,drought,mixed,Root biomass (g),41.60000000000001
341,b2-p5-c3,fagus,without robinia,drought,mixed,Shoot biomass (g),42.1
341,b2-p5-c3,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.9881235154394301
344,b2-p5-c3,fagus,without robinia,drought,mixed,Root biomass (g),63.10000000000001
344,b2-p5-c3,fagus,without robinia,drought,mixed,Shoot biomass (g),66.2
344,b2-p5-c3,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.9531722054380666
401,b3-p1-c3,fagus,without robinia,drought,mixed,Root biomass (g),107.2
401,b3-p1-c3,fagus,without robinia,drought,mixed,Shoot biomass (g),155.8
401,b3-p1-c3,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.6880616174582798
404,b3-p1-c3,fagus,without robinia,drought,mixed,Root biomass (g),46.3
404,b3-p1-c3,fagus,without robinia,drought,mixed,Shoot biomass (g),49.4
404,b3-p1-c3,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.937246963562753
405,b3-p1-c3,fagus,without robinia,drought,mixed,Root biomass (g),65.2
405,b3-p1-c3,fagus,without robinia,drought,mixed,Shoot biomass (g),76
405,b3-p1-c3,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.8578947368421053
408,b3-p1-c3,fagus,without robinia,drought,mixed,Root biomass (g),52.900000000000006
408,b3-p1-c3,fagus,without robinia,drought,mixed,Shoot biomass (g),55.6
408,b3-p1-c3,fagus,without robinia,drought,mixed,Root:shoot biomass (-),0.9514388489208634
321,b2-p5-c1,fagus,without robinia,drought,mono,Root biomass (g),22.8
321,b2-p5-c1,fagus,without robinia,drought,mono,Shoot biomass (g),47.3
321,b2-p5-c1,fagus,without robinia,drought,mono,Root:shoot biomass (-),0.4820295983086681
324,b2-p5-c1,fagus,without robinia,drought,mono,Root biomass (g),49.5
324,b2-p5-c1,fagus,without robinia,drought,mono,Shoot biomass (g),72.4
324,b2-p5-c1,fagus,without robinia,drought,mono,Root:shoot biomass (-),0.6837016574585635
325,b2-p5-c1,fagus,without robinia,drought,mono,Root biomass (g),12.2
325,b2-p5-c1,fagus,without robinia,drought,mono,Shoot biomass (g),13.1
325,b2-p5-c1,fagus,without robinia,drought,mono,Root:shoot biomass (-),0.9312977099236641
328,b2-p5-c1,fagus,without robinia,drought,mono,Root biomass (g),72.4
328,b2-p5-c1,fagus,without robinia,drought,mono,Shoot biomass (g),68.80000000000001
328,b2-p5-c1,fagus,without robinia,drought,mono,Root:shoot biomass (-),1.0523255813953487
457,b3-p3-c2,fagus,without robinia,drought,mono,Root biomass (g),45.3
457,b3-p3-c2,fagus,without robinia,drought,mono,Shoot biomass (g),60.6
457,b3-p3-c2,fagus,without robinia,drought,mono,Root:shoot biomass (-),0.7475247524752474
460,b3-p3-c2,fagus,without robinia,drought,mono,Root biomass (g),41
460,b3-p3-c2,fagus,without robinia,drought,mono,Shoot biomass (g),44.70000000000001
460,b3-p3-c2,fagus,without robinia,drought,mono,Root:shoot biomass (-),0.9172259507829975
461,b3-p3-c2,fagus,without robinia,drought,mono,Root biomass (g),31.8
461,b3-p3-c2,fagus,without robinia,drought,mono,Shoot biomass (g),38.1
461,b3-p3-c2,fagus,without robinia,drought,mono,Root:shoot biomass (-),0.8346456692913385
464,b3-p3-c2,fagus,without robinia,drought,mono,Root biomass (g),28.499999999999993
464,b3-p3-c2,fagus,without robinia,drought,mono,Shoot biomass (g),31.199999999999996
464,b3-p3-c2,fagus,without robinia,drought,mono,Root:shoot biomass (-),0.9134615384615383
233,b2-p2-c2,fagus,with robinia,control,mixed,Root biomass (g),16.599999999999994
233,b2-p2-c2,fagus,with robinia,control,mixed,Shoot biomass (g),25.5
233,b2-p2-c2,fagus,with robinia,control,mixed,Root:shoot biomass (-),0.6509803921568625
236,b2-p2-c2,fagus,with robinia,control,mixed,Root biomass (g),27.900000000000002
236,b2-p2-c2,fagus,with robinia,control,mixed,Shoot biomass (g),64.9
236,b2-p2-c2,fagus,with robinia,control,mixed,Root:shoot biomass (-),0.42989214175654855
237,b2-p2-c2,fagus,with robinia,control,mixed,Root biomass (g),34.900000000000006
237,b2-p2-c2,fagus,with robinia,control,mixed,Shoot biomass (g),66.80000000000001
237,b2-p2-c2,fagus,with robinia,control,mixed,Root:shoot biomass (-),0.5224550898203593
240,b2-p2-c2,fagus,with robinia,control,mixed,Root biomass (g),31.8
240,b2-p2-c2,fagus,with robinia,control,mixed,Shoot biomass (g),39.70000000000001
240,b2-p2-c2,fagus,with robinia,control,mixed,Root:shoot biomass (-),0.8010075566750627
561,b3-p6-c3,fagus,with robinia,control,mixed,Root biomass (g),14.2
561,b3-p6-c3,fagus,with robinia,control,mixed,Shoot biomass (g),36
561,b3-p6-c3,fagus,with robinia,control,mixed,Root:shoot biomass (-),0.39444444444444443
564,b3-p6-c3,fagus,with robinia,control,mixed,Root biomass (g),18
564,b3-p6-c3,fagus,with robinia,control,mixed,Shoot biomass (g),17.5
564,b3-p6-c3,fagus,with robinia,control,mixed,Root:shoot biomass (-),1.0285714285714285
565,b3-p6-c3,fagus,with robinia,control,mixed,Root biomass (g),15.7
565,b3-p6-c3,fagus,with robinia,control,mixed,Shoot biomass (g),47.20000000000001
565,b3-p6-c3,fagus,with robinia,control,mixed,Root:shoot biomass (-),0.3326271186440677
568,b3-p6-c3,fagus,with robinia,control,mixed,Root biomass (g),26.999999999999993
568,b3-p6-c3,fagus,with robinia,control,mixed,Shoot biomass (g),70
568,b3-p6-c3,fagus,with robinia,control,mixed,Root:shoot biomass (-),0.3857142857142856
225,b2-p2-c1,fagus,with robinia,control,mono,Root biomass (g),18.3
225,b2-p2-c1,fagus,with robinia,control,mono,Shoot biomass (g),17
225,b2-p2-c1,fagus,with robinia,control,mono,Root:shoot biomass (-),1.076470588235294
228,b2-p2-c1,fagus,with robinia,control,mono,Root biomass (g),19.9
228,b2-p2-c1,fagus,with robinia,control,mono,Shoot biomass (g),35.5
228,b2-p2-c1,fagus,with robinia,control,mono,Root:shoot biomass (-),0.5605633802816901
229,b2-p2-c1,fagus,with robinia,control,mono,Root biomass (g),41.3
229,b2-p2-c1,fagus,with robinia,control,mono,Shoot biomass (g),58.70000000000001
229,b2-p2-c1,fagus,with robinia,control,mono,Root:shoot biomass (-),0.7035775127768312
232,b2-p2-c1,fagus,with robinia,control,mono,Root biomass (g),30.8
232,b2-p2-c1,fagus,with robinia,control,mono,Shoot biomass (g),39.1
232,b2-p2-c1,fagus,with robinia,control,mono,Root:shoot biomass (-),0.7877237851662404
529,b3-p5-c3,fagus,with robinia,control,mono,Root biomass (g),24.099999999999994
529,b3-p5-c3,fagus,with robinia,control,mono,Shoot biomass (g),45.3
529,b3-p5-c3,fagus,with robinia,control,mono,Root:shoot biomass (-),0.532008830022075
532,b3-p5-c3,fagus,with robinia,control,mono,Root biomass (g),17.4
532,b3-p5-c3,fagus,with robinia,control,mono,Shoot biomass (g),42.70000000000001
532,b3-p5-c3,fagus,with robinia,control,mono,Root:shoot biomass (-),0.40749414519906313
533,b3-p5-c3,fagus,with robinia,control,mono,Root biomass (g),16.599999999999994
533,b3-p5-c3,fagus,with robinia,control,mono,Shoot biomass (g),27.6
533,b3-p5-c3,fagus,with robinia,control,mono,Root:shoot biomass (-),0.6014492753623186
536,b3-p5-c3,fagus,with robinia,control,mono,Root biomass (g),16
536,b3-p5-c3,fagus,with robinia,control,mono,Shoot biomass (g),27.699999999999996
536,b3-p5-c3,fagus,with robinia,control,mono,Root:shoot biomass (-),0.5776173285198557
369,b2-p6-c3,fagus,with robinia,drought,mixed,Root biomass (g),26.999999999999993
369,b2-p6-c3,fagus,with robinia,drought,mixed,Shoot biomass (g),39.9
369,b2-p6-c3,fagus,with robinia,drought,mixed,Root:shoot biomass (-),0.6766917293233081
372,b2-p6-c3,fagus,with robinia,drought,mixed,Root biomass (g),17.099999999999994
372,b2-p6-c3,fagus,with robinia,drought,mixed,Shoot biomass (g),29.4
372,b2-p6-c3,fagus,with robinia,drought,mixed,Root:shoot biomass (-),0.5816326530612244
373,b2-p6-c3,fagus,with robinia,drought,mixed,Root biomass (g),15.400000000000002
373,b2-p6-c3,fagus,with robinia,drought,mixed,Shoot biomass (g),26.299999999999994
373,b2-p6-c3,fagus,with robinia,drought,mixed,Root:shoot biomass (-),0.5855513307984793
376,b2-p6-c3,fagus,with robinia,drought,mixed,Root biomass (g),25.7
376,b2-p6-c3,fagus,with robinia,drought,mixed,Shoot biomass (g),42
376,b2-p6-c3,fagus,with robinia,drought,mixed,Root:shoot biomass (-),0.6119047619047618
425,b3-p2-c2,fagus,with robinia,drought,mixed,Root biomass (g),18.5
425,b3-p2-c2,fagus,with robinia,drought,mixed,Shoot biomass (g),27.4
425,b3-p2-c2,fagus,with robinia,drought,mixed,Root:shoot biomass (-),0.6751824817518248
428,b3-p2-c2,fagus,with robinia,drought,mixed,Root biomass (g),12.5
428,b3-p2-c2,fagus,with robinia,drought,mixed,Shoot biomass (g),25.9
428,b3-p2-c2,fagus,with robinia,drought,mixed,Root:shoot biomass (-),0.48262548262548266
429,b3-p2-c2,fagus,with robinia,drought,mixed,Root biomass (g),17.599999999999994
429,b3-p2-c2,fagus,with robinia,drought,mixed,Shoot biomass (g),26.5
429,b3-p2-c2,fagus,with robinia,drought,mixed,Root:shoot biomass (-),0.6641509433962262
432,b3-p2-c2,fagus,with robinia,drought,mixed,Root biomass (g),18.599999999999994
432,b3-p2-c2,fagus,with robinia,drought,mixed,Shoot biomass (g),36.20000000000001
432,b3-p2-c2,fagus,with robinia,drought,mixed,Root:shoot biomass (-),0.5138121546961323
353,b2-p6-c1,fagus,with robinia,drought,mono,Root biomass (g),20.599999999999994
353,b2-p6-c1,fagus,with robinia,drought,mono,Shoot biomass (g),39.70000000000001
353,b2-p6-c1,fagus,with robinia,drought,mono,Root:shoot biomass (-),0.5188916876574304
356,b2-p6-c1,fagus,with robinia,drought,mono,Root biomass (g),25.499999999999993
356,b2-p6-c1,fagus,with robinia,drought,mono,Shoot biomass (g),39.30000000000001
356,b2-p6-c1,fagus,with robinia,drought,mono,Root:shoot biomass (-),0.6488549618320607
357,b2-p6-c1,fagus,with robinia,drought,mono,Root biomass (g),13.8
357,b2-p6-c1,fagus,with robinia,drought,mono,Shoot biomass (g),23.5
357,b2-p6-c1,fagus,with robinia,drought,mono,Root:shoot biomass (-),0.5872340425531916
360,b2-p6-c1,fagus,with robinia,drought,mono,Root biomass (g),19.599999999999994
360,b2-p6-c1,fagus,with robinia,drought,mono,Shoot biomass (g),33.20000000000001
360,b2-p6-c1,fagus,with robinia,drought,mono,Root:shoot biomass (-),0.5903614457831322
473,b3-p3-c4,fagus,with robinia,drought,mono,Root biomass (g),23.499999999999993
473,b3-p3-c4,fagus,with robinia,drought,mono,Shoot biomass (g),48.20000000000001
473,b3-p3-c4,fagus,with robinia,drought,mono,Root:shoot biomass (-),0.4875518672199168
476,b3-p3-c4,fagus,with robinia,drought,mono,Root biomass (g),19.099999999999994
476,b3-p3-c4,fagus,with robinia,drought,mono,Shoot biomass (g),24.9
476,b3-p3-c4,fagus,with robinia,drought,mono,Root:shoot biomass (-),0.7670682730923692
477,b3-p3-c4,fagus,with robinia,drought,mono,Root biomass (g),23.400000000000002
477,b3-p3-c4,fagus,with robinia,drought,mono,Shoot biomass (g),29.799999999999994
477,b3-p3-c4,fagus,with robinia,drought,mono,Root:shoot biomass (-),0.7852348993288593
480,b3-p3-c4,fagus,with robinia,drought,mono,Root biomass (g),30.599999999999994
480,b3-p3-c4,fagus,with robinia,drought,mono,Shoot biomass (g),58.70000000000001
480,b3-p3-c4,fagus,with robinia,drought,mono,Root:shoot biomass (-),0.5212947189097102
241,b2-p2-c3,fagus,without robinia,control,mixed,Root biomass (g),93.60000000000001
241,b2-p2-c3,fagus,without robinia,control,mixed,Shoot biomass (g),118.80000000000001
241,b2-p2-c3,fagus,without robinia,control,mixed,Root:shoot biomass (-),0.7878787878787878
244,b2-p2-c3,fagus,without robinia,control,mixed,Root biomass (g),32.10000000000001
244,b2-p2-c3,fagus,without robinia,control,mixed,Shoot biomass (g),31.699999999999996
244,b2-p2-c3,fagus,without robinia,control,mixed,Root:shoot biomass (-),1.0126182965299688
245,b2-p2-c3,fagus,without robinia,control,mixed,Root biomass (g),49.60000000000001
245,b2-p2-c3,fagus,without robinia,control,mixed,Shoot biomass (g),59.800000000000004
245,b2-p2-c3,fagus,without robinia,control,mixed,Root:shoot biomass (-),0.8294314381270904
248,b2-p2-c3,fagus,without robinia,control,mixed,Root biomass (g),68.4
248,b2-p2-c3,fagus,without robinia,control,mixed,Shoot biomass (g),66.30000000000001
248,b2-p2-c3,fagus,without robinia,control,mixed,Root:shoot biomass (-),1.0316742081447963
545,b3-p6-c1,fagus,without robinia,control,mixed,Root biomass (g),66.2
545,b3-p6-c1,fagus,without robinia,control,mixed,Shoot biomass (g),93.60000000000001
545,b3-p6-c1,fagus,without robinia,control,mixed,Root:shoot biomass (-),0.7072649572649572
548,b3-p6-c1,fagus,without robinia,control,mixed,Root biomass (g),55.900000000000006
548,b3-p6-c1,fagus,without robinia,control,mixed,Shoot biomass (g),59.20000000000001
548,b3-p6-c1,fagus,without robinia,control,mixed,Root:shoot biomass (-),0.9442567567567567
549,b3-p6-c1,fagus,without robinia,control,mixed,Root biomass (g),51.5
549,b3-p6-c1,fagus,without robinia,control,mixed,Shoot biomass (g),101.5
549,b3-p6-c1,fagus,without robinia,control,mixed,Root:shoot biomass (-),0.5073891625615764
552,b3-p6-c1,fagus,without robinia,control,mixed,Root biomass (g),27.999999999999993
552,b3-p6-c1,fagus,without robinia,control,mixed,Shoot biomass (g),39.80000000000001
552,b3-p6-c1,fagus,without robinia,control,mixed,Root:shoot biomass (-),0.7035175879396981
273,b2-p3-c3,fagus,without robinia,control,mono,Root biomass (g),56.3
273,b2-p3-c3,fagus,without robinia,control,mono,Shoot biomass (g),85.80000000000001
273,b2-p3-c3,fagus,without robinia,control,mono,Root:shoot biomass (-),0.6561771561771561
276,b2-p3-c3,fagus,without robinia,control,mono,Root biomass (g),22.999999999999993
276,b2-p3-c3,fagus,without robinia,control,mono,Shoot biomass (g),29.299999999999994
276,b2-p3-c3,fagus,without robinia,control,mono,Root:shoot biomass (-),0.7849829351535835
277,b2-p3-c3,fagus,without robinia,control,mono,Root biomass (g),42.8
277,b2-p3-c3,fagus,without robinia,control,mono,Shoot biomass (g),61.5
277,b2-p3-c3,fagus,without robinia,control,mono,Root:shoot biomass (-),0.6959349593495935
280,b2-p3-c3,fagus,without robinia,control,mono,Root biomass (g),82.60000000000001
280,b2-p3-c3,fagus,without robinia,control,mono,Shoot biomass (g),117.5
280,b2-p3-c3,fagus,without robinia,control,mono,Root:shoot biomass (-),0.7029787234042554
553,b3-p6-c2,fagus,without robinia,control,mono,Root biomass (g),43.60000000000001
553,b3-p6-c2,fagus,without robinia,control,mono,Shoot biomass (g),64.4
