boxlabel,date,swc
b3-p4-c2,2025-05-26,23.5
b3-p4-c2,2025-06-06,19.4
b3-p4-c2,2025-06-20,12.4
b3-p4-c2,2025-07-02,8.1
b3-p4-c2,2025-07-03,12.1
b3-p4-c2,2025-07-17,15.7
b3-p4-c2,2025-07-31,23.9
b3-p4-c2,2025-08-14,8.5
b3-p4-c2,2025-08-28,17.2
b3-p4-c2,2025-09-10,21.7
b3-p4-c2,2025-09-23,24
b3-p4-c2,2025-10-07,21.3
b3-p4-c2,2025-10-21,17.3
b3-p4-c3,2024-09-19,16.1
b3-p4-c3,2024-10-17,20.7
b3-p4-c3,2024-11-12,22.5
b3-p4-c3,2024-11-13,18.8
b3-p4-c3,2025-01-30,19.9
b3-p4-c3,2025-03-04,19.2
b3-p4-c3,2025-04-02,12.8
b3-p4-c3,2025-04-11,9.6
b3-p4-c3,2025-04-28,14.7
b3-p4-c3,2025-05-12,10.1
b3-p4-c3,2025-05-26,22
b3-p4-c3,2025-06-06,17.3
b3-p4-c3,2025-06-20,10.2
b3-p4-c3,2025-07-02,3.8
b3-p4-c3,2025-07-03,7.6
b3-p4-c3,2025-07-17,12
b3-p4-c3,2025-07-31,22.1
b3-p4-c3,2025-08-14,4.5
b3-p4-c3,2025-08-28,14.4
b3-p4-c3,2025-09-10,19.8
b3-p4-c3,2025-09-23,21.7
b3-p4-c3,2025-10-07,18.6
b3-p4-c3,2025-10-21,13.5
b3-p4-c4,2024-09-19,11.8
b3-p4-c4,2024-10-17,18
b3-p4-c4,2024-11-12,17.5
b3-p4-c4,2024-11-13,18
b3-p4-c4,2025-01-30,18.7
b3-p4-c4,2025-03-04,16.6
b3-p4-c4,2025-04-02,10.3
b3-p4-c4,2025-04-11,7.4
b3-p4-c4,2025-04-28,13.1
b3-p4-c4,2025-05-12,6.7
b3-p4-c4,2025-05-26,14.6
b3-p4-c4,2025-06-06,3.9
b3-p4-c4,2025-06-20,0
b3-p4-c4,2025-07-02,0.9
b3-p4-c4,2025-07-03,2.4
b3-p4-c4,2025-07-17,9.6
b3-p4-c4,2025-07-31,18.3
b3-p4-c4,2025-08-14,0
b3-p4-c4,2025-08-28,16.2
b3-p4-c4,2025-09-10,17.6
b3-p4-c4,2025-09-23,21.4
b3-p4-c4,2025-10-07,16.6
b3-p4-c4,2025-10-21,8.6
b3-p5-c1,2024-09-19,16.8
b3-p5-c1,2024-10-17,21.1
b3-p5-c1,2024-11-12,21.3
b3-p5-c1,2024-11-13,20.4
b3-p5-c1,2025-01-30,22
b3-p5-c1,2025-03-04,18.7
b3-p5-c1,2025-04-02,14.8
b3-p5-c1,2025-04-11,10.1
b3-p5-c1,2025-04-28,13.7
b3-p5-c1,2025-05-12,9.9
b3-p5-c1,2025-05-26,19.6
b3-p5-c1,2025-06-06,6.5
b3-p5-c1,2025-06-20,1.2
b3-p5-c1,2025-07-02,0
b3-p5-c1,2025-07-03,2.4
b3-p5-c1,2025-07-17,5.9
b3-p5-c1,2025-07-31,14
b3-p5-c1,2025-08-14,0.6
b3-p5-c1,2025-08-28,10.3
b3-p5-c1,2025-09-10,16.4
b3-p5-c1,2025-09-23,20.7
b3-p5-c1,2025-10-07,16.2
b3-p5-c1,2025-10-21,9.1
b3-p5-c2,2024-09-19,13.4
b3-p5-c2,2024-10-17,20.2
b3-p5-c2,2024-11-12,18.2
b3-p5-c2,2024-11-13,19.5
b3-p5-c2,2025-01-30,21.9
b3-p5-c2,2025-03-04,18.5
b3-p5-c2,2025-04-02,12.5
b3-p5-c2,2025-04-11,8.1
b3-p5-c2,2025-04-28,14.5
b3-p5-c2,2025-05-12,10.1
b3-p5-c2,2025-05-26,20.4
b3-p5-c2,2025-06-06,13.1
b3-p5-c2,2025-06-20,1.5
b3-p5-c2,2025-07-02,0
b3-p5-c2,2025-07-03,3.5
b3-p5-c2,2025-07-17,8.3
b3-p5-c2,2025-07-31,18.8
b3-p5-c2,2025-08-14,0
b3-p5-c2,2025-08-28,16.6
b3-p5-c2,2025-09-10,19.6
b3-p5-c2,2025-09-23,22.5
b3-p5-c2,2025-10-07,17.1
b3-p5-c2,2025-10-21,9.8
b3-p5-c3,2024-09-19,18.9
b3-p5-c3,2024-10-17,23.8
b3-p5-c3,2024-11-12,23.2
b3-p5-c3,2024-11-13,23.3
b3-p5-c3,2025-01-30,23.6
b3-p5-c3,2025-03-04,19.3
b3-p5-c3,2025-04-02,17.4
b3-p5-c3,2025-04-11,11
b3-p5-c3,2025-04-28,17.5
b3-p5-c3,2025-05-12,14
b3-p5-c3,2025-05-26,24.1
b3-p5-c3,2025-06-06,20.3
b3-p5-c3,2025-06-20,5.1
b3-p5-c3,2025-07-02,1.3
b3-p5-c3,2025-07-03,3.7
b3-p5-c3,2025-07-17,10.5
b3-p5-c3,2025-07-31,22.6
b3-p5-c3,2025-08-14,1.7
b3-p5-c3,2025-08-28,12.6
b3-p5-c3,2025-09-10,20.7
b3-p5-c3,2025-09-23,23.9
b3-p5-c3,2025-10-07,18.3
b3-p5-c3,2025-10-21,14.5
b3-p5-c4,2024-09-19,22.4
b3-p5-c4,2024-10-17,25.4
b3-p5-c4,2024-11-12,25
b3-p5-c4,2024-11-13,23
b3-p5-c4,2025-01-30,26.3
b3-p5-c4,2025-03-04,22.6
b3-p5-c4,2025-04-02,16.1
b3-p5-c4,2025-04-11,11.3
b3-p5-c4,2025-04-28,18.4
b3-p5-c4,2025-05-12,11.6
b3-p5-c4,2025-05-26,24.4
b3-p5-c4,2025-06-06,12.6
b3-p5-c4,2025-06-20,1.6
b3-p5-c4,2025-07-02,1.4
b3-p5-c4,2025-07-03,3
b3-p5-c4,2025-07-17,13.5
b3-p5-c4,2025-07-31,21.6
b3-p5-c4,2025-08-14,1.6
b3-p5-c4,2025-08-28,21.5
b3-p5-c4,2025-09-10,20.8
b3-p5-c4,2025-09-23,22.3
b3-p5-c4,2025-10-07,19.8
b3-p5-c4,2025-10-21,14.1
b3-p6-c1,2024-09-19,22.2
b3-p6-c1,2024-10-17,24.9
b3-p6-c1,2024-11-12,25.3
b3-p6-c1,2024-11-13,25.8
b3-p6-c1,2025-01-30,25.6
b3-p6-c1,2025-03-04,20.8
b3-p6-c1,2025-04-02,13.3
b3-p6-c1,2025-04-11,10
b3-p6-c1,2025-04-28,18.7
b3-p6-c1,2025-05-12,12.8
b3-p6-c1,2025-05-26,26.3
b3-p6-c1,2025-06-06,19.2
b3-p6-c1,2025-06-20,10.2
b3-p6-c1,2025-07-02,4.6
b3-p6-c1,2025-07-03,7.4
b3-p6-c1,2025-07-17,13.2
b3-p6-c1,2025-07-31,23.3
b3-p6-c1,2025-08-14,4.6
b3-p6-c1,2025-08-28,21.9
b3-p6-c1,2025-09-10,21.8
b3-p6-c1,2025-09-23,24.7
b3-p6-c1,2025-10-07,21.1
b3-p6-c1,2025-10-21,14.9
b3-p6-c2,2024-09-19,18.9
b3-p6-c2,2024-10-17,24.4
b3-p6-c2,2024-11-12,21.8
b3-p6-c2,2024-11-13,22.5
b3-p6-c2,2025-01-30,21.9
b3-p6-c2,2025-03-04,20.4
b3-p6-c2,2025-04-02,15.1
b3-p6-c2,2025-04-11,11
b3-p6-c2,2025-04-28,18.4
b3-p6-c2,2025-05-12,13.4
b3-p6-c2,2025-05-26,25.2
b3-p6-c2,2025-06-06,19.9
b3-p6-c2,2025-06-20,10.6
b3-p6-c2,2025-07-02,4.6
b3-p6-c2,2025-07-03,7.6
b3-p6-c2,2025-07-17,13.6
b3-p6-c2,2025-07-31,24
b3-p6-c2,2025-08-14,4.9
b3-p6-c2,2025-08-28,24
b3-p6-c2,2025-09-10,21.5
b3-p6-c2,2025-09-23,24.5
b3-p6-c2,2025-10-07,23.2
b3-p6-c2,2025-10-21,14.6
b3-p6-c3,2024-09-19,18.6
b3-p6-c3,2024-10-17,22.8
b3-p6-c3,2024-11-12,22.9
b3-p6-c3,2024-11-13,22.2
b3-p6-c3,2025-01-30,24.1
b3-p6-c3,2025-03-04,21.5
b3-p6-c3,2025-04-02,16.4
b3-p6-c3,2025-04-11,12.3
b3-p6-c3,2025-04-28,16.4
b3-p6-c3,2025-05-12,12.9
b3-p6-c3,2025-05-26,25.5
b3-p6-c3,2025-06-06,19.1
b3-p6-c3,2025-06-20,3.1
b3-p6-c3,2025-07-02,1.1
b3-p6-c3,2025-07-03,4.8
b3-p6-c3,2025-07-17,13.6
b3-p6-c3,2025-07-31,22.5
b3-p6-c3,2025-08-14,1.6
b3-p6-c3,2025-08-28,21.2
b3-p6-c3,2025-09-10,22.8
b3-p6-c3,2025-09-23,24.9
b3-p6-c3,2025-10-07,18.3
b3-p6-c3,2025-10-21,12.1
b3-p6-c4,2024-09-19,23.5
b3-p6-c4,2024-10-17,26.8
b3-p6-c4,2024-11-12,25.7
b3-p6-c4,2024-11-13,25.5
b3-p6-c4,2025-01-30,23.9
b3-p6-c4,2025-03-04,22.8
b3-p6-c4,2025-04-02,15.7
b3-p6-c4,2025-04-11,11.9
b3-p6-c4,2025-04-28,18.9
b3-p6-c4,2025-05-12,15.4
b3-p6-c4,2025-05-26,28
b3-p6-c4,2025-06-06,25
b3-p6-c4,2025-06-20,16.1
b3-p6-c4,2025-07-02,10.3
b3-p6-c4,2025-07-03,10.3
b3-p6-c4,2025-07-17,22.1
b3-p6-c4,2025-07-31,29.3
b3-p6-c4,2025-08-14,11
b3-p6-c4,2025-08-28,28
b3-p6-c4,2025-09-10,26.2
b3-p6-c4,2025-09-23,29
b3-p6-c4,2025-10-07,24.1
b3-p6-c4,2025-10-21,21.7
